4.25 -0.92667414
4.284 -0.92596746
4.318 -0.92529996
4.352 -0.92448171
4.386 -0.92368138
4.42 -0.92291572
4.454 -0.92218712
4.488 -0.92149823
4.522 -0.92085156
4.556 -0.92024892
4.59 -0.91969111
4.624 -0.91917768
4.658 -0.9187069
4.692 -0.91827602
4.726 -0.91788163
4.76 -0.91752011
4.794 -0.91718816
4.828 -0.91670786
4.862 -0.9162097
4.896 -0.91573729
4.93 -0.91529311
4.964 -0.91487995
4.998 -0.91450043
5.032 -0.91415653
5.066 -0.91384913
5.1 -0.91357784
5.134 -0.91334096
5.168 -0.91313574
5.202 -0.91295873
5.236 -0.91280629
5.27 -0.91267513
5.304 -0.91240829
5.338 -0.91208779
5.372 -0.9117858
5.406 -0.911505
5.44 -0.91124844
5.474 -0.91101903
5.508 -0.91081901
5.542 -0.91064956
5.576 -0.91051052
5.61 -0.91040042
5.644 -0.91031667
5.678 -0.91025597
5.712 -0.91021478
5.746 -0.9101899
5.78 -0.9100489
5.814 -0.90982114
5.848 -0.90960759
5.882 -0.90941107
5.916 -0.90923482
5.95 -0.90908196
5.984 -0.90895497
6.018 -0.90885527
6.052 -0.90878294
6.086 -0.90873673
6.12 -0.90871421
6.154 -0.90871221
6.188 -0.90872727
6.222 -0.90875621
6.256 -0.90869306
6.29 -0.90851234
6.324 -0.90834352
6.358 -0.90818951
6.392 -0.9080536
6.426 -0.90793905
6.46 -0.90784852
6.494 -0.9077836
6.528 -0.90774458
6.562 -0.90773039
6.596 -0.90773874
6.63 -0.90776654
6.664 -0.90781039
6.698 -0.9078671
6.732 -0.9078579
6.766 -0.90770165
6.8 -0.90755608
6.834 -0.90742403
6.868 -0.90730887
6.902 -0.90721392
6.936 -0.90714194
6.97 -0.9070947
7.004 -0.90707266
7.038 -0.9070749
7.072 -0.90709927
7.106 -0.90714276
7.14 -0.90720197
7.174 -0.90727369
7.208 -0.90730671
7.242 -0.90716387
7.276 -0.90703098
7.31 -0.90691083
7.344 -0.90680676
7.378 -0.90672214
7.412 -0.90665985
7.446 -0.9066218
7.48 -0.90660859
7.514 -0.90661946
7.548 -0.90665238
7.582 -0.90670441
7.616 -0.90677219
7.65 -0.90685245
7.684 -0.90692171
7.718 -0.90678667
7.752 -0.90666107
7.786 -0.90654764
7.82 -0.9064497
7.854 -0.90637064
7.888 -0.90631343
7.922 -0.9062801
7.956 -0.90627142
7.99 -0.90628677
8.024 -0.90632426
8.058 -0.90638101
8.092 -0.9064537
8.126 -0.906539
8.16 -0.90663418
8.194 -0.90651093
8.228 -0.90638968
8.262 -0.90628015
8.296 -0.90618559
8.33 -0.90610943
8.364 -0.90605472
8.398 -0.90602361
8.432 -0.90601702
8.466 -0.90603448
8.5 -0.90607424
8.534 -0.9061335
8.568 -0.90620895
8.602 -0.90629726
8.636 -0.90639558
8.67 -0.9063032
8.704 -0.9061846
8.738 -0.90607729
8.772 -0.90598451
8.806 -0.90590969
8.84 -0.90585593
8.874 -0.90582553
8.908 -0.90581954
8.942 -0.90583767
8.976 -0.90587827
9.01 -0.90593866
9.044 -0.90601554
9.078 -0.90610556
9.112 -0.90620581
9.146 -0.90614322
9.18 -0.90602619
9.214 -0.90592009
9.248 -0.90582808
9.282 -0.90575361
9.316 -0.90569984
9.35 -0.90566918
9.384 -0.90566284
9.418 -0.90568068
9.452 -0.90572119
9.486 -0.90578178
9.52 -0.90585921
9.554 -0.9059501
9.588 -0.90605144
9.622 -0.90601794
9.656 -0.90590179
9.69 -0.90579622
9.724 -0.90570434
9.758 -0.90562957
9.792 -0.90557515
9.826 -0.90554358
9.86 -0.90553624
9.894 -0.90555314
9.928 -0.90559291
9.962 -0.90565308
9.996 -0.90573043
10.03 -0.90582158
10.064 -0.90592346
10.098 -0.90591854
10.132 -0.9058028
10.166 -0.90569732
10.2 -0.90560512
10.234 -0.90552962
10.268 -0.90547411
10.302 -0.9054412
10.336 -0.90543241
10.37 -0.9054479
10.404 -0.90548647
10.438 -0.90554574
10.472 -0.90562257
10.506 -0.90571354
10.54 -0.90581554
10.574 -0.90583885
10.608 -0.90572321
10.642 -0.9056175
10.676 -0.90552468
10.71 -0.90544816
10.744 -0.90539126
10.778 -0.90535669
10.812 -0.90534612
10.846 -0.90535987
10.88 -0.90539689
10.914 -0.90545493
10.948 -0.90553088
10.982 -0.90562135
11.016 -0.90572316
11.05 -0.90577444
11.084 -0.90565866
11.118 -0.90555251
11.152 -0.90545887
11.186 -0.90538112
11.22 -0.90532261
11.254 -0.90528617
11.288 -0.90527358
11.322 -0.90528534
11.356 -0.90532056
11.39 -0.90537708
11.424 -0.9054519
11.458 -0.90554161
11.492 -0.90564298
11.526 -0.90572204
11.56 -0.90560595
11.594 -0.90549921
11.628 -0.90540461
11.662 -0.90532548
11.696 -0.90526523
11.73 -0.90522675
11.764 -0.90521198
11.798 -0.90522156
11.832 -0.90525475
11.866 -0.90530956
11.9 -0.90538302
11.934 -0.90547178
11.968 -0.90557253
12.002 -0.90567919
12.036 -0.90556269
12.07 -0.90545525
12.104 -0.90535959
12.138 -0.905279
12.172 -0.9052169
12.206 -0.90517627
12.24 -0.90515917
12.274 -0.90516643
12.308 -0.90519745
12.342 -0.90525036
12.376 -0.90532231
12.41 -0.90540993
12.444 -0.9055099
12.478 -0.90561943
12.512 -0.90552703
12.546 -0.90541883
12.58 -0.90532204
12.614 -0.90523993
12.648 -0.90517591
12.682 -0.90513305
12.716 -0.90511355
12.75 -0.90511836
12.784 -0.90514708
12.818 -0.90519796
12.852 -0.90526824
12.886 -0.90535459
12.92 -0.90545366
12.954 -0.90556255
12.988 -0.90549758
13.022 -0.90538856
13.056 -0.90529061
13.09 -0.90520694
13.124 -0.90514096
13.158 -0.90509582
13.192 -0.90507384
13.226 -0.90507613
13.26 -0.90510243
13.294 -0.90515116
13.328 -0.90521965
13.362 -0.90530461
13.396 -0.90540266
13.43 -0.90551083
13.464 -0.90547322
13.498 -0.90536336
13.532 -0.90526423
13.566 -0.90517898
13.6 -0.90511102
13.634 -0.90506357
13.668 -0.90503905
13.702 -0.90503874
13.736 -0.90506255
13.77 -0.90510904
13.804 -0.90517563
13.838 -0.90525909
13.872 -0.90535602
13.906 -0.90546337
13.94 -0.9054531
13.974 -0.90534238
14.008 -0.90524206
14.042 -0.90515522
14.076 -0.90508528
14.11 -0.90503549
14.144 -0.9050084
14.178 -0.90500545
14.212 -0.90502669
14.246 -0.90507084
14.28 -0.90513545
14.314 -0.90521731
14.348 -0.90531303
14.382 -0.9054195
14.416 -0.90543652
14.45 -0.90532492
14.484 -0.90522342
14.518 -0.905135
14.552 -0.90506308
14.586 -0.90501095
14.62 -0.90498127
14.654 -0.90497563
14.688 -0.90499424
14.722 -0.90503598
14.756 -0.90509851
14.79 -0.90517871
14.824 -0.90527314
14.858 -0.90537865
14.892 -0.90542293
14.926 -0.90531045
14.96 -0.90520777
14.994 -0.90511778
15.028 -0.90504389
15.062 -0.90498943
15.096 -0.90495715
15.13 -0.90494878
15.164 -0.90496473
15.198 -0.90500399
15.232 -0.90506437
15.266 -0.9051428
15.3 -0.90523588
15.334 -0.90534037
15.368 -0.90541187
15.402 -0.90529852
15.436 -0.90519467
15.47 -0.90510314
15.504 -0.9050273
15.538 -0.90497051
15.572 -0.90493563
15.606 -0.90492452
15.64 -0.90493774
15.674 -0.90497448
15.708 -0.90503264
15.742 -0.90510924
15.776 -0.90520088
15.81 -0.9053043
15.844 -0.90540297
15.878 -0.90528876
15.912 -0.90518376
15.946 -0.90509071
15.98 -0.90501294
16.014 -0.90495385
16.048 -0.90491637
16.082 -0.9049025
16.116 -0.90491298
16.15 -0.90494712
16.184 -0.905003
16.218 -0.9050777
16.252 -0.90516785
16.286 -0.90527013
16.32 -0.90538178
16.354 -0.90528087
16.388 -0.90517474
16.422 -0.90508021
16.456 -0.90500055
16.49 -0.90493917
16.524 -0.90489909
16.558 -0.90488246
16.592 -0.90489015
16.626 -0.90492167
16.66 -0.90497521
16.694 -0.90504794
16.728 -0.90513653
16.762 -0.90523762
16.796 -0.90534837
16.83 -0.90527461
16.864 -0.90516738
16.898 -0.90507139
16.932 -0.90498986
16.966 -0.90492622
17 -0.90488357

